locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHLCDNJP_00399	tRNA	87				tRNA-Leu(taa)
EHLCDNJP_00400	CDS	201	iscX		COG2975	Protein IscX
EHLCDNJP_00401	CDS	390				hypothetical protein
EHLCDNJP_00402	CDS	315	rpmB		COG0227	50S ribosomal protein L28
EHLCDNJP_00403	CDS	864	lipA	2.8.1.8		Lipoyl synthase
EHLCDNJP_00404	CDS	717	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
EHLCDNJP_00405	CDS	1116	ftsW	2.4.1.129		putative peptidoglycan glycosyltransferase FtsW
EHLCDNJP_00406	CDS	390				hypothetical protein
EHLCDNJP_00407	CDS	741				hypothetical protein
EHLCDNJP_00408	CDS	1296				hypothetical protein
EHLCDNJP_00409	CDS	144				hypothetical protein
EHLCDNJP_00410	CDS	444				hypothetical protein
EHLCDNJP_00411	CDS	264				hypothetical protein
EHLCDNJP_00412	CDS	1707			COG1132	putative ABC transporter ATP-binding protein
EHLCDNJP_00413	CDS	219				hypothetical protein
EHLCDNJP_00414	CDS	1707	argS	6.1.1.19		Arginine--tRNA ligase
EHLCDNJP_00415	CDS	225				hypothetical protein
EHLCDNJP_00416	CDS	300				hypothetical protein
EHLCDNJP_00417	CDS	102				hypothetical protein
EHLCDNJP_00418	CDS	1296				hypothetical protein
EHLCDNJP_00419	CDS	624	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
EHLCDNJP_00420	CDS	432				hypothetical protein
EHLCDNJP_00421	CDS	201	aspS_1	6.1.1.12		Aspartate--tRNA(Asp/Asn) ligase
EHLCDNJP_00422	CDS	1518	aspS_2	6.1.1.12		Aspartate--tRNA ligase
EHLCDNJP_00423	CDS	1263	proP_2			Proline/betaine transporter
EHLCDNJP_00424	CDS	924	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
EHLCDNJP_00425	CDS	981	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
EHLCDNJP_00426	CDS	429				hypothetical protein
EHLCDNJP_00427	CDS	1320	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
EHLCDNJP_00428	CDS	993	dtpA		COG3104	Dipeptide and tripeptide permease A
EHLCDNJP_00429	CDS	522	dtpC		COG3104	Dipeptide and tripeptide permease C
EHLCDNJP_00430	CDS	3336	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
EHLCDNJP_00431	CDS	2490				hypothetical protein
EHLCDNJP_00432	CDS	2340	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
EHLCDNJP_00433	CDS	264				hypothetical protein
EHLCDNJP_00434	CDS	360	atpB		COG0356	ATP synthase subunit a
EHLCDNJP_00435	CDS	228	atpH			ATP synthase subunit c
EHLCDNJP_00436	CDS	480	atpG_1			ATP synthase subunit b'
EHLCDNJP_00437	CDS	477	atpF			ATP synthase subunit b
EHLCDNJP_00438	CDS	1599				hypothetical protein
EHLCDNJP_00439	CDS	1053	ctaA	1.3.-.-	COG1612	Heme A synthase
EHLCDNJP_00440	CDS	438				hypothetical protein
EHLCDNJP_00441	CDS	1566	accA1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
EHLCDNJP_00442	CDS	756				hypothetical protein
EHLCDNJP_00443	CDS	1422	gltX1_1	6.1.1.17		Glutamate--tRNA ligase 1
EHLCDNJP_00444	CDS	156				hypothetical protein
EHLCDNJP_00445	CDS	1359	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
EHLCDNJP_00446	CDS	315				hypothetical protein
EHLCDNJP_00447	CDS	1899				hypothetical protein
EHLCDNJP_00448	CDS	618	gmk	2.7.4.8	COG0194	Guanylate kinase
EHLCDNJP_00449	CDS	1806				hypothetical protein
EHLCDNJP_00450	CDS	1194				hypothetical protein
EHLCDNJP_00451	CDS	1095	ychF		COG0012	Ribosome-binding ATPase YchF
EHLCDNJP_00452	CDS	906				hypothetical protein
EHLCDNJP_00453	CDS	1176	cca	2.7.7.72		CCA-adding enzyme
EHLCDNJP_00454	CDS	1248				hypothetical protein
EHLCDNJP_00455	CDS	369				hypothetical protein
EHLCDNJP_00456	CDS	534				hypothetical protein
EHLCDNJP_00457	CDS	1098	gap	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
EHLCDNJP_00458	CDS	762	tatC		COG0805	Sec-independent protein translocase protein TatC
EHLCDNJP_00459	CDS	456	argR		COG1438	Arginine repressor
EHLCDNJP_00460	CDS	735	artP		COG0834	Arginine-binding extracellular protein ArtP
EHLCDNJP_00461	CDS	648	artQ		COG0765	Arginine transport system permease protein ArtQ
EHLCDNJP_00462	CDS	642	artM		COG1126	Arginine transport ATP-binding protein ArtM
EHLCDNJP_00463	CDS	381			COG3039	IS5 family transposase ISWpi1
EHLCDNJP_00464	CDS	342			COG3039	IS5 family transposase ISWpi1
EHLCDNJP_00465	CDS	1200				hypothetical protein
EHLCDNJP_00466	CDS	294				hypothetical protein
EHLCDNJP_00467	CDS	798				hypothetical protein
EHLCDNJP_00468	CDS	675	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
EHLCDNJP_00469	CDS	1323	smc_2			Chromosome partition protein Smc
EHLCDNJP_00470	CDS	243				hypothetical protein
EHLCDNJP_00471	CDS	1215	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
EHLCDNJP_00472	CDS	2595	valS	6.1.1.9		Valine--tRNA ligase
EHLCDNJP_00473	CDS	1110	smc_3			Chromosome partition protein Smc
EHLCDNJP_00474	CDS	516	yrdA		COG0663	Protein YrdA
EHLCDNJP_00475	CDS	321				hypothetical protein
EHLCDNJP_00476	CDS	1590	pyrG	6.3.4.2	COG0504	CTP synthase
EHLCDNJP_00477	CDS	408	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
EHLCDNJP_00478	CDS	1203	proP_3			Proline/betaine transporter
EHLCDNJP_00479	CDS	267				hypothetical protein
EHLCDNJP_00480	CDS	1101	ftsH_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
EHLCDNJP_00481	CDS	999	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
EHLCDNJP_00482	CDS	375				hypothetical protein
EHLCDNJP_00483	CDS	1797	lepA	3.6.5.-	COG0481	Elongation factor 4
EHLCDNJP_00484	CDS	1320				hypothetical protein
EHLCDNJP_00485	CDS	693				hypothetical protein
EHLCDNJP_00486	CDS	276				hypothetical protein
EHLCDNJP_00487	CDS	870				hypothetical protein
EHLCDNJP_00488	CDS	942				hypothetical protein
EHLCDNJP_00489	CDS	741			COG0217	putative transcriptional regulatory protein
EHLCDNJP_00490	CDS	708	bamD		COG4105	Outer membrane protein assembly factor BamD
EHLCDNJP_00491	CDS	942				hypothetical protein
EHLCDNJP_00492	CDS	534	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
EHLCDNJP_00493	CDS	1323	tme	1.1.1.40	COG0280	NADP-dependent malic enzyme
EHLCDNJP_00494	CDS	927				hypothetical protein
EHLCDNJP_00495	CDS	219			COG0271	putative protein RP812
EHLCDNJP_00496	CDS	324	grxD		COG0278	Glutaredoxin 4
EHLCDNJP_00497	CDS	1395	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
EHLCDNJP_00498	CDS	1023	cgtA	3.6.5.-		GTPase Obg/CgtA
EHLCDNJP_00499	CDS	1275	eno	4.2.1.11		Enolase
EHLCDNJP_00500	CDS	1497	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
EHLCDNJP_00501	CDS	675	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
EHLCDNJP_00502	CDS	1008				hypothetical protein
EHLCDNJP_00503	CDS	1488				hypothetical protein
EHLCDNJP_00504	CDS	417				hypothetical protein
EHLCDNJP_00505	CDS	411				hypothetical protein
EHLCDNJP_00506	CDS	1227	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
EHLCDNJP_00507	CDS	1470	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
EHLCDNJP_00508	CDS	1077				hypothetical protein
EHLCDNJP_00509	CDS	240				hypothetical protein
EHLCDNJP_00510	CDS	204				hypothetical protein
EHLCDNJP_00511	CDS	408				hypothetical protein
EHLCDNJP_00512	CDS	939				hypothetical protein
EHLCDNJP_00513	CDS	1797	mutL_1		COG0323	DNA mismatch repair protein MutL
EHLCDNJP_00514	CDS	441	rnhA_2	3.1.26.4		Ribonuclease H
EHLCDNJP_00515	CDS	930				hypothetical protein
EHLCDNJP_00516	CDS	3297				hypothetical protein
EHLCDNJP_00517	CDS	417				hypothetical protein
EHLCDNJP_00518	CDS	8028				hypothetical protein
EHLCDNJP_00519	CDS	1410				hypothetical protein
EHLCDNJP_00520	CDS	162				hypothetical protein
EHLCDNJP_00521	CDS	381				hypothetical protein
EHLCDNJP_00522	CDS	342			COG3039	IS5 family transposase ISWpi1
EHLCDNJP_00523	CDS	381			COG3039	IS5 family transposase ISWpi1
EHLCDNJP_00524	CDS	753	ltrA_1		COG3344	Group II intron-encoded protein LtrA
EHLCDNJP_00525	CDS	240				hypothetical protein
EHLCDNJP_00526	CDS	204				hypothetical protein
EHLCDNJP_00527	CDS	543				hypothetical protein
EHLCDNJP_00528	CDS	285				hypothetical protein
EHLCDNJP_00529	CDS	165				hypothetical protein
EHLCDNJP_00530	CDS	165				hypothetical protein
EHLCDNJP_00531	CDS	864				hypothetical protein
EHLCDNJP_00532	tRNA	75				tRNA-Phe(gaa)
EHLCDNJP_00533	CDS	507	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
EHLCDNJP_00534	CDS	192				hypothetical protein
EHLCDNJP_00535	CDS	627				hypothetical protein
EHLCDNJP_00536	CDS	696	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
EHLCDNJP_00537	CDS	264				hypothetical protein
EHLCDNJP_00538	CDS	558	frr		COG0233	Ribosome-recycling factor
EHLCDNJP_00539	CDS	744	pyrH	2.7.4.22	COG0528	Uridylate kinase
EHLCDNJP_00540	CDS	861	tsf		COG0264	Elongation factor Ts
EHLCDNJP_00541	CDS	849	rpsB		COG0052	30S ribosomal protein S2
EHLCDNJP_00542	tRNA	77				tRNA-Asp(gtc)
EHLCDNJP_00543	CDS	372	yajC		COG1862	Sec translocon accessory complex subunit YajC
EHLCDNJP_00544	CDS	1821	nodM	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
EHLCDNJP_00545	CDS	444				hypothetical protein
EHLCDNJP_00546	CDS	144				hypothetical protein
EHLCDNJP_00547	CDS	1296				hypothetical protein
EHLCDNJP_00548	CDS	834				hypothetical protein
EHLCDNJP_00549	CDS	888	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
EHLCDNJP_00550	CDS	909	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
EHLCDNJP_00551	CDS	1173	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
EHLCDNJP_00552	CDS	1959				hypothetical protein
EHLCDNJP_00553	CDS	453				hypothetical protein
EHLCDNJP_00554	CDS	399			COG3039	IS5 family transposase ISWpi1
EHLCDNJP_00555	CDS	342			COG3039	IS5 family transposase ISWpi1
EHLCDNJP_00556	CDS	303				hypothetical protein
EHLCDNJP_00557	CDS	564				hypothetical protein
EHLCDNJP_00558	CDS	2661	secA		COG0653	Protein translocase subunit SecA
EHLCDNJP_00559	CDS	990				hypothetical protein
EHLCDNJP_00560	CDS	642	tal	2.2.1.2	COG0176	Transaldolase
EHLCDNJP_00561	CDS	342				hypothetical protein
EHLCDNJP_00562	CDS	354				hypothetical protein
EHLCDNJP_00563	CDS	165				hypothetical protein
EHLCDNJP_00564	CDS	879	folD		COG0190	Bifunctional protein FolD protein
EHLCDNJP_00565	CDS	576	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
EHLCDNJP_00566	CDS	267				hypothetical protein
EHLCDNJP_00567	CDS	1284				hypothetical protein
EHLCDNJP_00568	CDS	1179	argD_1	2.6.1.11	COG4992	Acetylornithine aminotransferase
EHLCDNJP_00569	CDS	1173	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
EHLCDNJP_00570	CDS	222				hypothetical protein
EHLCDNJP_00571	CDS	222				hypothetical protein
EHLCDNJP_00572	CDS	1329			COG3385	IS4 family transposase ISWen1
EHLCDNJP_00573	CDS	336				hypothetical protein
EHLCDNJP_00574	CDS	909				hypothetical protein
EHLCDNJP_00575	CDS	141				hypothetical protein
EHLCDNJP_00576	CDS	558				hypothetical protein
EHLCDNJP_00577	CDS	945				hypothetical protein
EHLCDNJP_00578	CDS	210				hypothetical protein
EHLCDNJP_00579	CDS	348				hypothetical protein
EHLCDNJP_00580	CDS	2043				hypothetical protein
EHLCDNJP_00581	CDS	213				hypothetical protein
EHLCDNJP_00582	CDS	258				hypothetical protein
EHLCDNJP_00583	CDS	246				hypothetical protein
EHLCDNJP_00584	CDS	201				hypothetical protein
EHLCDNJP_00585	CDS	498				hypothetical protein
EHLCDNJP_00586	CDS	723	gpFI			Putative prophage major tail sheath protein
EHLCDNJP_00587	CDS	345				hypothetical protein
EHLCDNJP_00588	CDS	552				hypothetical protein
EHLCDNJP_00589	CDS	1431				hypothetical protein
EHLCDNJP_00590	CDS	195				hypothetical protein
EHLCDNJP_00591	CDS	1179				hypothetical protein
EHLCDNJP_00592	CDS	1929				hypothetical protein
EHLCDNJP_00593	CDS	702				hypothetical protein
EHLCDNJP_00594	CDS	2049				hypothetical protein
EHLCDNJP_00595	CDS	885				hypothetical protein
EHLCDNJP_00596	CDS	501				hypothetical protein
EHLCDNJP_00597	CDS	255				hypothetical protein
EHLCDNJP_00598	CDS	342			COG3039	IS5 family transposase ISWpi1
EHLCDNJP_00599	CDS	381			COG3039	IS5 family transposase ISWpi1
EHLCDNJP_00600	CDS	591				hypothetical protein
EHLCDNJP_00601	CDS	822				hypothetical protein
EHLCDNJP_00602	CDS	495				hypothetical protein
EHLCDNJP_00603	CDS	342				hypothetical protein
EHLCDNJP_00604	CDS	1227				hypothetical protein
EHLCDNJP_00605	CDS	480				hypothetical protein
EHLCDNJP_00606	CDS	1482				hypothetical protein
EHLCDNJP_00607	CDS	1824				hypothetical protein
EHLCDNJP_00608	CDS	234				hypothetical protein
EHLCDNJP_00609	CDS	261				hypothetical protein
EHLCDNJP_00610	CDS	282				hypothetical protein
EHLCDNJP_00611	CDS	1236				hypothetical protein
EHLCDNJP_00612	CDS	195				hypothetical protein
EHLCDNJP_00613	CDS	1062				hypothetical protein
EHLCDNJP_00614	CDS	372				hypothetical protein
EHLCDNJP_00615	CDS	1005				hypothetical protein
EHLCDNJP_00616	CDS	306				hypothetical protein
EHLCDNJP_00617	CDS	204				hypothetical protein
EHLCDNJP_00618	CDS	240				hypothetical protein
EHLCDNJP_00619	CDS	519	ltrA_2		COG3344	Group II intron-encoded protein LtrA
EHLCDNJP_00620	CDS	459				hypothetical protein
EHLCDNJP_00621	CDS	2196				hypothetical protein
EHLCDNJP_00622	CDS	3528	rapA	3.6.4.-		RNA polymerase-associated protein RapA
EHLCDNJP_00623	CDS	762	glmU_2		COG1207	Bifunctional protein GlmU
EHLCDNJP_00624	CDS	960	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
EHLCDNJP_00625	CDS	2337	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EHLCDNJP_00626	CDS	1695				hypothetical protein
EHLCDNJP_00627	CDS	900				hypothetical protein
EHLCDNJP_00628	CDS	1776	btuD	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EHLCDNJP_00629	CDS	1065	ltaA_1	4.1.2.49		L-allo-threonine aldolase
EHLCDNJP_00630	CDS	1053	ltaA_2	4.1.2.49		L-allo-threonine aldolase
EHLCDNJP_00631	CDS	1146	glpT		COG2271	Glycerol-3-phosphate transporter
EHLCDNJP_00632	CDS	1308	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
EHLCDNJP_00633	CDS	915	ribN			Riboflavin transporter
EHLCDNJP_00634	CDS	912				hypothetical protein
EHLCDNJP_00635	CDS	909				hypothetical protein
EHLCDNJP_00636	CDS	303				hypothetical protein
EHLCDNJP_00637	CDS	837				hypothetical protein
EHLCDNJP_00638	CDS	657				hypothetical protein
EHLCDNJP_00639	CDS	912				hypothetical protein
EHLCDNJP_00640	CDS	171				hypothetical protein
EHLCDNJP_00641	CDS	417				hypothetical protein
EHLCDNJP_00642	CDS	540				hypothetical protein
EHLCDNJP_00643	CDS	2430				hypothetical protein
EHLCDNJP_00644	CDS	1425				hypothetical protein
EHLCDNJP_00645	CDS	3522				hypothetical protein
EHLCDNJP_00646	CDS	2901				hypothetical protein
EHLCDNJP_00647	CDS	1470				hypothetical protein
EHLCDNJP_00648	CDS	441				hypothetical protein
EHLCDNJP_00649	CDS	459				hypothetical protein
EHLCDNJP_00650	CDS	735				hypothetical protein
EHLCDNJP_00651	CDS	1161				hypothetical protein
EHLCDNJP_00652	CDS	792				hypothetical protein
EHLCDNJP_00653	CDS	336				hypothetical protein
EHLCDNJP_00654	CDS	255				hypothetical protein
EHLCDNJP_00655	CDS	465				hypothetical protein
EHLCDNJP_00656	CDS	477				hypothetical protein
EHLCDNJP_00657	CDS	450				hypothetical protein
EHLCDNJP_00658	CDS	480				hypothetical protein
EHLCDNJP_00659	CDS	381			COG3039	IS5 family transposase ISWpi1
EHLCDNJP_00660	CDS	342			COG3039	IS5 family transposase ISWpi1
EHLCDNJP_00661	CDS	165				hypothetical protein
EHLCDNJP_00662	CDS	285				hypothetical protein
EHLCDNJP_00663	CDS	918	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
EHLCDNJP_00664	CDS	387	rpsK			30S ribosomal protein S11
EHLCDNJP_00665	CDS	369	rpsM		COG0099	30S ribosomal protein S13
EHLCDNJP_00666	CDS	642	adk	2.7.4.3	COG0563	Adenylate kinase
EHLCDNJP_00667	CDS	1329	secY		COG0201	Protein translocase subunit SecY
EHLCDNJP_00668	CDS	471	rplO			50S ribosomal protein L15
EHLCDNJP_00669	CDS	513	rpsE		COG0098	30S ribosomal protein S5
EHLCDNJP_00670	CDS	372	rplR		COG0256	50S ribosomal protein L18
EHLCDNJP_00671	CDS	546	rplF		COG0097	50S ribosomal protein L6
EHLCDNJP_00672	CDS	396	rpsH		COG0096	30S ribosomal protein S8
EHLCDNJP_00673	CDS	309	rpsN		COG0199	30S ribosomal protein S14
EHLCDNJP_00674	CDS	534	rplE			50S ribosomal protein L5
EHLCDNJP_00675	CDS	318	rplX			50S ribosomal protein L24
EHLCDNJP_00676	CDS	360	rplN		COG0093	50S ribosomal protein L14
EHLCDNJP_00677	CDS	237	rpsQ		COG0186	30S ribosomal protein S17
EHLCDNJP_00678	CDS	204				hypothetical protein
EHLCDNJP_00679	CDS	414	rplP		COG0197	50S ribosomal protein L16
EHLCDNJP_00680	CDS	615	rpsC		COG0092	30S ribosomal protein S3
EHLCDNJP_00681	CDS	348	rplV		COG0091	50S ribosomal protein L22
EHLCDNJP_00682	CDS	285	rpsS		COG0185	30S ribosomal protein S19
EHLCDNJP_00683	CDS	825	rplB		COG0090	50S ribosomal protein L2
EHLCDNJP_00684	CDS	288	rplW		COG0089	50S ribosomal protein L23
EHLCDNJP_00685	CDS	615	rplD			50S ribosomal protein L4
EHLCDNJP_00686	CDS	723	rplC		COG0087	50S ribosomal protein L3
EHLCDNJP_00687	CDS	348	rpsJ		COG0051	30S ribosomal protein S10
EHLCDNJP_00688	CDS	1173	tufA_2		COG0050	Elongation factor Tu
EHLCDNJP_00689	tRNA	72				tRNA-Gly(tcc)
EHLCDNJP_00690	tRNA	83				tRNA-Tyr(gta)
EHLCDNJP_00691	CDS	1188	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
EHLCDNJP_00692	CDS	495				hypothetical protein
EHLCDNJP_00693	CDS	1347				hypothetical protein
EHLCDNJP_00694	CDS	936	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
EHLCDNJP_00695	CDS	327				hypothetical protein
EHLCDNJP_00696	CDS	936				hypothetical protein
EHLCDNJP_00697	CDS	2775	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
EHLCDNJP_00698	CDS	444				hypothetical protein
EHLCDNJP_00699	CDS	144				hypothetical protein
EHLCDNJP_00700	CDS	1296				hypothetical protein
EHLCDNJP_00701	CDS	729				hypothetical protein
EHLCDNJP_00702	CDS	1356	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
EHLCDNJP_00703	CDS	1596				hypothetical protein
EHLCDNJP_00704	CDS	429				hypothetical protein
EHLCDNJP_00705	CDS	516				IS110 family transposase ISMpo4
EHLCDNJP_00706	CDS	1008	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
EHLCDNJP_00707	CDS	738				hypothetical protein
EHLCDNJP_00708	CDS	1137	iscS_1	2.8.1.7		Cysteine desulfurase IscS
EHLCDNJP_00709	CDS	699				hypothetical protein
EHLCDNJP_00710	CDS	165				hypothetical protein
EHLCDNJP_00711	CDS	675	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
EHLCDNJP_00712	CDS	462	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
EHLCDNJP_00713	CDS	1200				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
EHLCDNJP_00714	CDS	1083	ribD		COG0117	Riboflavin biosynthesis protein RibD
EHLCDNJP_00715	CDS	381				hypothetical protein
EHLCDNJP_00716	CDS	471				hypothetical protein
EHLCDNJP_00717	CDS	678	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
EHLCDNJP_00718	CDS	429				hypothetical protein
EHLCDNJP_00719	CDS	831	dapD	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
EHLCDNJP_00720	CDS	285				hypothetical protein
EHLCDNJP_00721	CDS	372				hypothetical protein
EHLCDNJP_00722	CDS	1050				hypothetical protein
EHLCDNJP_00723	CDS	831				hypothetical protein
EHLCDNJP_00724	CDS	513				hypothetical protein
EHLCDNJP_00725	CDS	177				hypothetical protein
EHLCDNJP_00726	CDS	1575	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
EHLCDNJP_00727	CDS	840				hypothetical protein
EHLCDNJP_00728	CDS	1509	comM		COG0606	Competence protein ComM
EHLCDNJP_00729	CDS	450				hypothetical protein
EHLCDNJP_00730	CDS	1197	ftsZ			Cell division protein FtsZ
EHLCDNJP_00731	CDS	399				hypothetical protein
EHLCDNJP_00732	CDS	369				hypothetical protein
EHLCDNJP_00733	CDS	453	ybeY	3.1.-.-		Endoribonuclease YbeY
EHLCDNJP_00734	CDS	789	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
EHLCDNJP_00735	CDS	1137				hypothetical protein
EHLCDNJP_00736	CDS	780				hypothetical protein
EHLCDNJP_00737	CDS	483	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
EHLCDNJP_00738	CDS	984	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
EHLCDNJP_00739	CDS	771	ctrA			Cell cycle response regulator CtrA
EHLCDNJP_00740	CDS	2127				hypothetical protein
EHLCDNJP_00741	CDS	501	nqo2	7.1.1.-	COG1905	NADH-quinone oxidoreductase chain 2
EHLCDNJP_00742	CDS	1215	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
EHLCDNJP_00743	CDS	318				hypothetical protein
EHLCDNJP_00744	CDS	1272		3.4.24.-	COG0612	putative zinc protease
EHLCDNJP_00745	CDS	621	sodB	1.15.1.1		Superoxide dismutase [Fe]
EHLCDNJP_00746	CDS	177				hypothetical protein
EHLCDNJP_00747	CDS	1407	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
EHLCDNJP_00748	CDS	1023	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
EHLCDNJP_00749	CDS	885	era		COG1159	GTPase Era
EHLCDNJP_00750	CDS	822				hypothetical protein
EHLCDNJP_00751	CDS	1980				hypothetical protein
EHLCDNJP_00752	CDS	807				hypothetical protein
EHLCDNJP_00753	tRNA	89				tRNA-Ser(gga)
EHLCDNJP_00754	CDS	252				hypothetical protein
EHLCDNJP_00755	CDS	294				hypothetical protein
EHLCDNJP_00756	CDS	1110	bamB		COG1520	Outer membrane protein assembly factor BamB
EHLCDNJP_00757	CDS	1380	lpd3	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase 3
EHLCDNJP_00758	CDS	930	xerD_1			Tyrosine recombinase XerD
EHLCDNJP_00759	CDS	318				hypothetical protein
EHLCDNJP_00760	CDS	1302				hypothetical protein
EHLCDNJP_00761	CDS	948	trxB	1.8.1.9	COG0492	Thioredoxin reductase
EHLCDNJP_00762	CDS	555	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
EHLCDNJP_00763	CDS	873				hypothetical protein
EHLCDNJP_00764	CDS	339				hypothetical protein
EHLCDNJP_00765	CDS	933	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
EHLCDNJP_00766	CDS	477	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
EHLCDNJP_00767	CDS	1341		3.4.24.-	COG0612	putative zinc protease
EHLCDNJP_00768	CDS	1320		3.4.24.-	COG0612	putative zinc protease
EHLCDNJP_00769	CDS	561	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
EHLCDNJP_00770	CDS	417				hypothetical protein
EHLCDNJP_00771	CDS	531				hypothetical protein
EHLCDNJP_00772	CDS	1524				hypothetical protein
EHLCDNJP_00773	CDS	450	smpB			SsrA-binding protein
EHLCDNJP_00774	CDS	792	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
EHLCDNJP_00775	CDS	1746	prsD			Type I secretion system ATP-binding protein PrsD
EHLCDNJP_00776	CDS	1410				hypothetical protein
EHLCDNJP_00777	CDS	609				hypothetical protein
EHLCDNJP_00778	CDS	633				hypothetical protein
EHLCDNJP_00779	CDS	144				hypothetical protein
EHLCDNJP_00780	tRNA	75				tRNA-Arg(ccg)
EHLCDNJP_00781	CDS	483				Single-stranded DNA-binding protein
EHLCDNJP_00782	CDS	789	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
EHLCDNJP_00783	CDS	1989	ligA	6.5.1.2	COG0272	DNA ligase
EHLCDNJP_00784	CDS	1323	gltX1_2	6.1.1.17	COG0008	Glutamate--tRNA ligase 1
EHLCDNJP_00785	CDS	3363	dnaE1	2.7.7.7		DNA polymerase III subunit alpha
EHLCDNJP_00786	CDS	774				hypothetical protein
EHLCDNJP_00787	CDS	276				hypothetical protein
EHLCDNJP_00788	CDS	555	rplI		COG0359	50S ribosomal protein L9
EHLCDNJP_00789	tRNA	74				tRNA-Met(cat)
EHLCDNJP_00790	CDS	1257				hypothetical protein
EHLCDNJP_00791	CDS	1197	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
EHLCDNJP_00792	CDS	639	nth	4.2.99.18	COG0177	Endonuclease III
